Sequence,PHYLUM,CLASS,ORDER,FAMILY,GENUS
S000995476,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis
S001156618,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis
S000002788,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000013135,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000386892,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000386893,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000387333,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000388261,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000650242,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000736254,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000776283,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000776332,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000824169,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000824171,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000824174,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000824176,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000824490,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000902557,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000968135,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S001044190,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S002288001,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S002290155,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S002290562,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S002290584,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
S000000444,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000001172,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000002128,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000003151,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000007364,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000008537,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000008916,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000011357,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000015744,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000016950,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000021741,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000022369,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000128872,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000130978,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000261879,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000323576,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000366468,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000391616,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000394405,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000501392,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000640728,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000640797,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000769535,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000965406,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S001045741,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S001156502,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S001793114,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia
S000002033,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000010446,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000015074,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000015416,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000432288,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000653256,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000752432,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S002236457,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
S000435874,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Streptoalloteichus
S000652446,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Streptoalloteichus
S000091708,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Allokutzneria
S000011696,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium
S000095676,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium
S000095677,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium
S000000057,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermocrispum
S000007039,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermocrispum
S000429090,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kutzneria
S000437941,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kutzneria
S000860164,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kutzneria
S000014502,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinoalloteichus
S000419479,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinoalloteichus
S000587686,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinoalloteichus
S000429095,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Crossiella
S000498898,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Crossiella
S000394148,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella
S000394593,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella
S000428088,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella
S000437934,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermobispora
S000504628,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Jiangella
S000941846,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Jiangella
S000558936,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Goodfellowiella
S000728150,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora
S001016157,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Sciscionella
S000652478,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia
S000262836,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438855,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000544203,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000544243,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000581658,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000581662,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000581686,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000651938,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000652137,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000652369,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000652525,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000000827,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000001636,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000001688,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000001861,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000001869,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000001870,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000002409,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000002613,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000002785,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000002791,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000003178,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000003179,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000003968,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000004390,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000004441,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000004852,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000005383,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000006100,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000007214,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000007914,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000008567,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000008947,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000008956,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000009302,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000009305,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000009787,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000010683,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000010876,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000011834,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000012027,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000012074,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000012108,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000012433,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000015773,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000015944,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000016475,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000021803,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000022092,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000022170,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000022304,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000022378,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000085577,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000129978,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000134752,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000143178,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000143381,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000143706,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000144246,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000261426,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000262527,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000266729,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000270388,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000270574,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000270582,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000270584,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000270785,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000270786,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000271004,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000271817,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000271818,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000271819,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000271820,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000357416,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000381275,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000381283,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000381284,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000381288,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000381289,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000382781,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000388805,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000391769,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000392042,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000392846,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000394398,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000395649,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000395651,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000399987,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000406247,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000417792,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000426477,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000428899,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000429073,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000438871,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000438872,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439340,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439343,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439345,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439347,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439348,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439349,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000439351,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000468053,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000469290,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000473202,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000481156,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000481157,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000481158,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000481159,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000484619,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000528404,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000528406,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000528407,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000528409,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000528411,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000528413,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000530523,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000538599,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000544199,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000544200,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000544201,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
